shift_batch_id,production_volume_kg,chemical_usage_liters,etp_status,electricity_usage_kwh,,etp_cost_bdt,etp_capacity_liters,ph,bod_mg_per_l,cod_mg_per_l,risk_score
B55029,7052.6,60848.2,0,22964.5,,41.9,76730,11.64,607.6,2024.3,99
B85778,5047.6,32610.2,1,14669.5,,1003.9,42553,6.5,101.7,235.1,10.32
B87564,7030.4,47512.4,1,20643.3,,1815.4,74872,6.83,141.9,525,15.15
B60222,5219.1,47600.1,1,16923.4,,1020.4,68688,8.95,172.7,598.8,24.33
B61127,2642.5,21739.7,1,8549.4,,477.6,49884,6.5,92.8,330,7.77
B45432,4143,29356.1,1,14595.5,,681.6,49184,6.12,169.5,611.1,20.04
B22805,3327.3,22822.8,1,11013.7,,686.5,60926,7.01,110.8,323.3,9.82
B59277,4256.7,39149,1,10095.6,,1138.5,59496,8.68,131.2,353.9,22.17
B31229,5766.7,57762.9,1,19753.6,,1672.1,62218,7.92,148.5,416.9,17.15
B38624,2921.3,22412,0,10261.3,,5.6,65388,12.93,496,1216.7,100
B85319,6025.9,45544.8,1,11602.4,,400,41911,6,120.8,259.8,17.17
B49692,3686.5,30681.6,1,9952.7,,698.9,58271,8.34,160.6,294,16.66
B57089,1435.4,9477.5,1,4914.4,,1458.4,68948,6.12,100,298.2,17.64
B54470,5951.2,43051.2,1,11596.7,,1119.6,62299,7.5,64.6,271.5,1.13
B91051,4625.2,32192.8,1,15187,,1686.6,67172,8.77,162.4,394.4,24.82
B54216,4213.2,30187.8,1,8540.1,,474.7,49751,6.32,80,246.1,11.25
B41934,7194.4,56060.7,0,25070.7,,63.4,79848,12.17,464.3,1096.2,94.08
B37021,5288.3,35548.6,0,15195.8,,0.5,76297,10.13,620.4,1417.1,83.42
B22541,4241.5,31845.9,1,9443,,1269.7,51654,6.9,159.3,438.9,13.3
B57735,7944.5,67321.1,1,21295.8,,1064.1,66326,8.73,182.1,582,29.53
B98716,3011.1,29341.7,1,9703.3,,541.8,35246,6.35,75.1,265.6,7.29
B92840,4608.6,34250.8,0,10251,,5.9,86545,11.55,781.5,2000.3,100
B85775,6670.5,50528,1,19028.7,,1377.2,72790,8.28,126.3,334.2,22.64
B10665,3356.2,33631.2,0,8985.3,,22.3,43324,12.06,413.4,1397,99.75
B48769,9020,85262.8,1,24365.3,,1742.9,75972,6.25,147,489.8,14.59
B10178,4822.6,44252.6,1,10457.4,,1295.6,55702,8.11,124.9,340.9,12.55
B91151,7939.4,62360.3,0,14687.5,,43.4,90000,12.28,617.4,2216.4,100
B52003,5602.6,44442.3,1,16024.4,,1424.9,69492,7.95,114.7,362.2,14.44
B18601,1455.7,10950.4,1,3240.3,,666.8,47878,8.13,98.5,229.4,15.41
B27305,371.4,3897.2,1,1738.4,,968.7,68876,6.44,135.8,522.1,19.05
B81888,4072.9,33315.2,1,9020.1,,1039.6,69809,7.01,68.6,216.5,4.2
B97340,2589.6,20220.7,1,6142.5,,716.5,30767,6.14,93.4,256.7,11
B13266,9020,64921.1,0,25366.2,,56.6,56946,11.83,689.1,2613.9,100
B84086,3491,29088,1,8556.8,,440.3,29884,6.87,76.4,322.4,7.35
B46428,5945.7,41232.9,1,15931,,625.6,57119,7.07,101,259.6,7.54
B11597,7530.7,69539.7,1,26565.6,,1359.5,71081,8,119,330.8,11.54
B21282,1551,15948.7,1,3345.4,,1627.4,75406,8.91,190.3,560.8,24.02
B60039,2736.2,24098.5,1,7229.3,,602.3,56216,6.52,95.5,220.1,7.24
B33510,1157.2,8941.7,1,3874.4,,1274.4,53960,7.92,147.8,507.3,20.5
B85400,3986.6,27677.6,1,10178.5,,1103.4,70582,7.88,87.7,254.5,10.08
B34018,4357.7,31135.9,1,11975.1,,850,65589,6.15,44.7,111.5,7.76
B64000,3614.3,28086.6,1,9307.9,,1005.2,53415,7.05,157.6,398.9,15.24
B27200,5208.7,37027.2,1,11992.8,,1015.6,52529,7.65,112.1,407.4,15.3
B65680,2957.5,23535.1,0,9223.1,,27.4,50766,11.98,925.1,2374.2,100
B88878,9020,87222.7,1,28391.7,,1644,79097,6.18,142.4,343.9,19.29
B79315,5027.4,50874.5,1,10776.2,,1353.4,89824,6.48,55.4,143.1,11.39
B59756,1732,12499.4,1,5902.5,,1345.9,69278,8.12,84.3,274.5,13.67
B68190,6028.6,51303.7,1,14844.7,,789.1,48564,6.86,117.1,337.9,5.97
B62510,5285.2,43174.5,1,18043.8,,866.9,71685,6.04,92.6,222.6,15.92
B94388,5009.8,52130.7,1,10720.2,,1588.9,65023,7.21,124.5,404.7,12.35
B13506,2096.5,16368.6,0,6975.2,,9.8,70442,11.21,758.4,1955.5,93.54
B14141,2490.9,17915.4,0,7339.3,,61.4,71762,12.27,678.9,2068.3,100
B24336,4414.4,44394.8,0,14457.9,,52.8,69797,12.23,625.2,2276.8,100
B26803,2217.3,19211.5,1,6471.4,,893.3,65880,8.03,98.9,336.6,14.52
B80571,2775.2,18605.1,0,9313.6,,28.6,68841,10.73,528.1,1690.2,94.43
B75898,5223.4,43751.5,1,17792.7,,1230.5,57177,7.13,79.8,303.6,6.7
B91863,3048.2,28035,0,10619.9,,6,41116,12.48,234.1,592.8,91.73
B62730,7407.5,51166.3,1,18062.7,,791.6,49571,6.91,64.3,190.1,7.49
B66849,1826.5,15844,1,6641,,992.5,61715,8.81,56.9,114.2,8.54
B63197,4407.4,32115.9,0,11392.8,,67.5,42067,10.94,852.8,2690.3,97.57
B15535,6938.8,49616.2,1,16842.1,,1775.5,75046,6.61,118.6,418,8.35
B75568,3689.3,31543.3,0,7204.2,,32.6,79813,10.77,313.4,1079.7,89.34
B67602,1149.3,11784.6,0,3971.6,,9.8,56630,12.32,486,1407.3,100
B89405,8747.8,87286.5,1,26670.5,,703.3,49439,6.83,124.8,353.1,9.89
B61508,6920.7,65474.9,1,23939.2,,1412.4,62278,8.1,169.9,493.1,19.21
B64127,4580.1,46439.9,0,14469.9,,35.1,67000,10.61,517.8,1779.5,88.94
B62515,3563.4,36436.6,0,7018.5,,33.7,66937,12.05,447,1472.7,95.21
B87728,3558.5,27393.3,1,8638.7,,666.2,64418,7.78,39.9,154.5,8.44
B32119,5326.6,51723.6,0,11382.1,,18,85938,12.82,472.8,1713.1,94.54
B44891,2702,18993.2,1,9726.2,,1212,61670,8.48,29.2,90.6,11.21
B99688,3549.9,35237.9,1,10862.4,,1327.1,80160,6.87,132.2,297.9,6.98
B89478,6238.1,62407.7,1,22195.3,,1246.8,73972,7.67,111.1,284.4,10.9
B21750,6879.4,65250.7,0,12822.2,,31.6,55543,10.8,825.9,2576.4,95.31
B31624,6213.3,53631.9,1,12172.5,,1494.6,78263,8.78,103.2,388.3,17.25
B15346,6053.9,63444.2,1,20319.2,,839.9,63684,6.69,150.3,505.6,21.65
B10540,4375.8,45544.9,1,9411.2,,1124.5,69152,6.85,153.9,498.1,13.18
B96447,3436.8,30116.7,1,11443.3,,1324.8,64591,8.04,77.9,314.7,12.67
B17279,5108.9,46013.2,1,12697.2,,1174.8,53025,9,179.6,402.7,24.44
B66670,3108.3,26936.3,1,7423.7,,636,64084,6.62,89,307.6,11.13
B92665,5749.1,58788.7,1,14189.5,,1090.1,57108,7.16,113.7,306.9,9.04
B49375,5351.4,35528,1,12555.9,,1565.8,70383,7.57,109.1,429.5,13.63
B96714,5256.6,45149,0,10190.8,,7.6,72345,11.81,718.5,2233.7,100
B89174,5280.5,34904.3,1,13899.6,,1493.5,80224,7.02,142.5,530.4,11.21
B98487,3611.3,23543.1,1,9238.6,,752.5,51442,8.18,64.7,189.7,7.06
B70742,4197.7,27615.8,1,9054.3,,726.4,58125,7.31,73.4,239.9,6
B66595,3710,37553.8,1,11930.4,,1125,62724,8.49,153.4,426.6,20.98
B94974,6208.6,54887.1,0,16853.4,,47.3,63587,11.64,456.3,1310.3,89.37
B96108,5097.1,42309,1,12939.9,,1064.5,72307,7.03,123.2,471.2,6.87
B30488,2429.1,24336.8,1,6817.3,,899.5,55978,8.91,134.3,461.3,18.78
B90945,4619.2,31338.6,1,11444.5,,1525.6,64696,7.07,160.8,631.1,18.17
B24539,5244,45240.1,1,17261.8,,1334,64428,8.56,158.2,345.3,24.94
B57675,3432,32733.3,0,6583.4,,9.4,55252,10.22,595,1646.9,85.8
B79422,6766.9,56166.4,1,17755.6,,1322.9,84331,7.12,119.5,378.8,14.44
B31538,4942.5,40655.8,1,13125.1,,841.3,45417,6.03,124.2,445.3,16.67
B51116,4112.3,41938.8,1,9560.3,,1580.5,57818,7.26,44.5,142.4,0
B61117,5956.5,51300.5,0,19946.3,,43.6,65197,12.26,439.3,1552.5,100
B76227,5629.1,53688.7,1,13627.2,,1005.4,48698,6.48,190.3,608.4,19.4
B92279,6279.6,42127.1,1,15662.1,,871.9,58889,8.21,20,94.6,1.58
B65796,2971.2,29366.6,1,9650.2,,920.5,56587,8.21,158.1,418.7,17.16
B64646,4786.9,33071.3,0,12611.7,,47.1,52506,11.32,761.1,2152.1,100
B78521,5078.3,47536.8,0,10307,,17,57945,11.16,590.5,1576,91.15
B15856,5587.7,44792.4,1,15462.1,,1072.3,72542,8.68,141.4,483,22.2
B97097,5658.6,49358.4,1,18210,,1100.9,59436,7.51,77.6,234.4,6.58
B21161,7374.6,59505.1,1,14503.9,,745.1,53439,6.5,175.7,610,15.39
B68226,2454.5,21970.3,1,7269.3,,553.1,37216,8.81,123.3,431.8,17.52
B21747,881.6,7497.7,1,3371.1,,799.5,58445,7.58,107.1,412.4,12.08
B40997,5615.2,57855,1,19725.7,,676.7,60193,6.43,144.2,520.1,16.55
B26458,6921.6,65747.2,1,13853.8,,977,50980,6.7,143.9,522.8,14.52
B47912,6789,55419.8,1,15559.6,,1156.2,38111,7.61,41.8,152.6,1.05
B26118,5245.6,38028.1,1,12529.7,,475.4,43131,6.64,137.5,317.5,14.08
B70266,4832,45832.7,0,10427.3,,75.6,70501,11.72,246.2,921.3,86.48
B68350,2613,18772.5,0,8821,,13.9,62545,11.45,531.2,1469.7,96.41
B56900,2430.2,19371.8,1,6082.2,,551.8,64589,7.39,159.9,395.8,13.74
B75578,8482.3,82574,1,19154,,1201.3,65717,8.11,116.2,436.4,17.5
B98832,5431.4,47153.3,1,16596.3,,908.3,68264,6.78,94,276.3,10.71
B39431,7030.9,52609.4,1,24525.4,,1584.4,66168,7.3,152,499.1,11.55
B91958,6821.8,69231.2,1,17364.6,,1763.6,78393,6.68,82.7,233.2,7.99
B22539,5069.8,42782.6,1,14902.9,,1015.1,62485,7.02,154,543.5,14.65
B48655,2030.2,17958.5,1,4353.3,,843.3,65035,8.76,88.3,291.8,14.06
B53017,2430.4,19550.2,0,7843.2,,37.1,53116,11,461,1506.7,95.63
B86614,4720.3,44169.6,1,14138.8,,992.2,58979,7.86,156.2,395.9,17.61
B17157,7420.2,57383.7,1,25388,,1151.3,70742,7.76,123.7,439.8,15.86
B69546,4904.9,49832.2,1,15833.3,,1040.7,46421,7.74,99,347.1,10.16
B25098,6282.8,63833,0,18030,,38.5,64234,12.19,729.1,1992.5,100
B23263,4698.6,38518.5,1,11976.6,,1090.1,65583,6.79,155.5,455,15.39
B28931,5753.9,52737.4,1,12492.5,,1444.4,59484,7.98,222.5,814.9,25.47
B46709,4042,28479,0,12218.6,,73.7,47081,12.17,709.6,2243.2,97.99
B73346,7316.8,73062.8,0,15555.2,,5.2,65746,11.28,602.1,1771.9,95.22
B82161,2362.9,20012.2,1,8796.4,,1059.4,70726,8.59,92.9,352.1,18.36
B19946,3813,36180.7,1,8950.2,,912.5,51665,7.3,88.4,259.1,6.77
B34987,5006.7,34325.9,1,15133.1,,840.8,67392,6.11,128.1,368.2,17.27
B29566,1045,11298.3,1,4049,,1654.3,72610,8.35,86.4,287.6,10.21
B83196,4877.7,36122.4,0,10616.4,,65.2,49734,10.69,534.3,1266.9,87.43
B14221,6852.8,53231.1,1,21504.1,,568.4,53061,8.29,150.1,483.8,22.83
B98458,7029,55380.1,0,19943.6,,78.4,47391,10.21,427.9,1093.9,85.31
B30582,5539.4,36629.9,1,12002.6,,1054.5,72041,7.98,132.5,405.8,17.91
B99762,3071.1,21261.2,0,7680.2,,24.8,69052,12.36,950.4,3123.1,100
B48987,6152.6,51547.9,1,20404.4,,1253.4,73215,6.12,122.5,246.6,10.19
B80482,6060.4,49105.4,1,13333.2,,1364.8,67395,8.1,103,247,12.3
B70577,6909.2,64719.5,1,15825.2,,1603.3,61772,8.3,128.7,328.5,17.31
B67373,2763.5,22838.8,1,7202.7,,980.7,65629,8.01,99,279.2,13.31
B98479,5979.5,42600,1,11346.2,,1536.5,76776,8.03,151.8,358.1,18.77
B12102,3973.8,35942.1,1,11378.9,,1021.8,57780,6.15,138.6,395.4,18.99
B37147,6128.6,44534.2,1,18709.2,,1140.3,48058,7.25,141,316.5,16.05
B88494,2996.5,22392.4,0,6150.7,,1,64145,10.24,649.2,1760.7,91.82
B51676,5995.3,62639.6,1,20617.3,,1079.4,62435,7.89,50.5,217.4,11.12
B41922,7219.2,66201.8,0,24200.1,,40.3,42800,11.97,579.5,1337.4,94.7
B64380,6121.6,47124.7,1,13429.9,,1594.7,68918,6.99,98.1,228,4.12
B10792,4405.7,43604.9,1,10615.8,,1160.8,56111,8.16,181,554.9,22.78
B65576,300,2038.5,1,1980.3,,1325,67760,7.52,94,253.3,10.66
B73176,4509.6,37562.4,1,13537.9,,1348.8,57693,7.32,134.5,399.8,8.02
B30280,1904.3,18424.4,1,7247.2,,1041.4,78333,7.13,130,426.7,12.81
B43457,8078.9,76125.6,0,19552.4,,59.4,68567,10.84,410.6,1033.2,88.95
B29383,7102.7,67338,1,21228,,1340.9,73569,6.74,30.7,94.7,8.22
B65436,4970.6,41300.4,1,14806.8,,1379.2,63528,7.93,154.9,471,15.72
B37462,4364.7,35739,1,12491,,871.1,45760,8.77,133.1,404.2,20.47
B24449,3189.5,25598.6,0,10580.7,,42,79271,11.79,718.1,2436,100
B54846,4953.9,33251.3,1,11216.5,,1382.7,88335,8.61,80,189.4,16.66
B73691,4698.1,45059.3,1,9278.8,,1381.2,57569,8.38,127.2,280.2,15.59
B28201,3508.4,28189,1,12669.5,,715,36432,7.07,129.5,380.1,13.43
B15997,6086,62883.3,1,19035.6,,1364,67936,6.01,114.5,393.5,16.49
B78164,4258.8,31361.1,0,11211.7,,75.1,51816,12.8,339.2,1132.4,97.31
B32338,5441.6,52443.5,0,14363.8,,79,82367,11.13,200,759.9,81.03
B74482,4081.5,33556.8,1,13085.2,,1148.5,51320,7.43,150.3,558.1,16.81
B25163,3194.7,32293.9,1,10522.6,,1124.2,53321,7.93,80.9,284.4,7.19
B57844,5755.7,51163.6,1,13002.1,,781.2,59732,6.93,164.7,528.8,17.58
B14501,5355.9,48991.2,0,15312.6,,25.3,63854,12.36,563.3,1872.3,97.09
B39500,1711.1,13338.8,1,6728.3,,778.8,40168,8.11,39.4,166.8,9.93
B79185,7334.7,49301.1,1,19806.6,,1821.5,80024,8.97,85.3,272.1,16.51
B28982,2709.2,20944.9,1,7740.8,,1471.4,53045,6.16,151.2,480.8,18.57
B16877,3092.2,30145.5,1,8503.3,,1995.8,79382,7.13,180,439.5,13.42
B21745,6107.3,52176.5,1,13432.8,,1150.9,62690,6.91,99.7,327.7,13.7
B87709,4351.1,43241.1,1,13149.7,,1256.8,66133,8.01,111.4,346.8,13.55
B78013,7444.2,62673.8,1,20954.6,,2064.3,86704,6.55,123.1,374.8,14.05
B21510,2572.7,22390.8,0,7728.6,,69,59243,11.93,524.5,1133.7,90.67
B85637,4786,49825.8,1,13163.5,,1560.6,59032,8.84,120,372.7,14.46
B46358,2975.6,31611.4,1,8993.6,,661.2,46139,8.57,125.1,343.6,20.54
B35248,3991.3,29959.4,1,10576,,795.4,65439,7.61,147.8,331.2,5.03
B21662,2104.8,17874.5,1,5079.4,,1495.1,81819,6.81,113.2,332.9,7.82
B79331,3779.5,37840.4,1,8375.6,,1700.8,84538,6.53,175.9,572.6,22.88
B43955,3182.9,24068.5,1,6585.5,,1236.4,80735,8.37,63.5,218.2,9.8
B75828,3457.3,24210.1,1,9445.2,,1667,68791,7.83,90.8,338.3,20.06
B21086,6586.7,61671.7,1,22672.6,,974.2,58647,7.9,43.4,101.6,8.95
B10955,2522.8,25143.7,1,9036.9,,594.9,61440,8.66,106.7,319.5,19.04
B19846,3620.8,26754.2,1,12079.1,,602.6,40354,8.89,85.3,306.6,13.77
B92729,5624.6,37844,1,15481.3,,1402.6,60440,8.57,52,115.1,11.55
B34400,4811.6,49401.4,1,14896.2,,1170.8,65455,7.85,122.8,332.9,14.47
B45321,6408,46727.3,1,17866.7,,940.1,76612,7.41,89.9,209.9,14
B72822,1311,9514.1,1,3573,,1200.8,81269,7.18,130.6,457.2,11.53
B11788,5400,45653.1,0,14443.5,,62.4,76866,10.9,555.5,1907.1,93.17
B42421,5677.2,42192.9,1,20287.9,,1028.1,53412,8.28,120.3,380.3,16.94
B12314,923.2,7240.8,1,2631.5,,1244.8,56555,7.89,132,387.4,15.99
B51922,5446,37574.1,1,13404.9,,1297.3,63765,7.53,98.9,240.1,8.73
B57367,6008.2,43715.2,0,14100.7,,34.5,59413,10.38,841.4,2505.1,96.47
B22928,2420.4,17894.8,1,6245,,1286.5,65465,8.9,113.1,416.9,17.08
B68783,2920.6,27404.9,1,10663.5,,745.8,58968,8.63,110.5,461.9,13.27
B74884,5925.7,50105.3,1,16841.7,,985,55485,8.87,113.3,279.5,17.5
B78822,7793.1,55426.4,1,24593.4,,820.8,50560,6.65,141.6,507.9,10.75
B25228,5406,40811.2,1,11215.5,,1340.4,60413,6.4,108.5,469.9,19.04
B12049,3089.5,24866.3,1,6522.4,,878.9,56649,6.17,97.2,350.2,11.92
B61834,7596.1,73043.9,1,15659.3,,1606,74306,8.45,82.2,205.2,17.31
B61668,4832,38852.9,1,16595.2,,1677.9,69476,8.19,163.1,545.5,20.1
B15733,4881.4,40157.7,1,13088,,1014.3,73576,6.3,113.8,324.1,17.02
B53483,4679.1,47824.7,1,14253.6,,1336.6,63754,6.25,48.8,122.1,4.35
B39607,4587.7,34978.4,1,13089,,1006.2,66656,6,92.9,242,17.01
B99054,3401.6,31557.7,0,11443.5,,76.5,62004,10.49,743.9,2078.1,84.91
B29213,4036.4,40548.8,1,9878.8,,1193.4,60635,6.8,179.7,592.5,21.98
B88871,4070.8,32757.6,1,10813.1,,400,35666,6.27,145.3,408.5,9.25
B40827,5067,39787.9,0,11031.9,,42.6,47678,12.37,604,1673.1,98.79
B39437,5515.6,44220.1,1,15092.9,,1476.8,79359,6.42,63.6,206.2,6.78
B20101,7483.6,70105.7,1,18826.9,,1235.9,59970,8.51,106.6,411.1,17.18
B89190,5411.1,51557.9,1,14171.1,,1013.2,57480,7.93,77.3,179.8,11.22
B26401,4234,41622.7,1,13087,,1080.6,54967,7.27,119.3,328.3,10.74
B45378,4004.7,32354.4,1,13648.6,,1034.7,59550,7.22,128.2,387.3,13.09
B84029,6660.6,65977.3,1,12794.5,,1217.9,61361,7.66,85.6,299,11.15
B76005,6562.6,43898.7,1,13655.4,,1338.9,60057,7.17,120,363.2,14.45
B31108,4863,42924.5,1,12679.8,,458.1,54538,6.28,139.1,506.6,14.89
B29975,300,2674.1,0,800,,23.3,64562,11.68,647.8,2160.8,99.55
B19323,4045.6,42416.7,1,13122.2,,1620.3,76934,7.5,96.6,263.3,7.96
B58068,3722.7,35681.1,1,9329.1,,731.2,58629,7.71,196.7,573.5,21.5
B59259,4029.5,36227.1,1,10766.3,,796,89014,8.93,186.2,636.7,26.14
B53086,5201,42290.9,1,13961.7,,1128.5,45683,7.39,175.7,669.4,18.16
B66375,3307.2,25917,1,10514.6,,1222.1,48048,6.44,131.8,536.1,20.8
B44006,3837.2,28227.9,0,11887,,11.3,62403,10.46,712,1682.5,89.44
B83519,8105.5,66720.3,1,28526.5,,1381.1,89651,8.9,104.5,336.2,15.72
B78248,3906.3,35781.9,0,11478.9,,59.4,60072,12.08,558.3,1653.6,99.9
B99080,4155.3,43805,1,12576.5,,1274,59617,6.56,97.2,258.4,10.67
B33044,5635.2,36966.8,1,19359.3,,1361.8,75043,7.37,88.5,286.4,9.61
B12153,3620.9,28827.3,1,9714.1,,876.9,52752,8.11,200.4,447.9,22.02
B26310,3834.2,30896.2,1,13400.9,,659.9,47633,6.87,95.1,288.6,9.98
B10544,6409.6,61587.2,1,19429.8,,1101.9,39945,7.52,113.5,349.2,16.01
B85740,3047.9,24980.3,0,7434.6,,26.8,69419,12.86,379.6,1442.3,100
B30847,6162.6,57931.2,1,15934.1,,1534.6,69797,7.73,134.3,384.8,8.14
B35405,4728.2,39090.9,0,13797.4,,73.6,65772,9.78,380.9,950.8,82.63
B33675,3457.1,25928.5,1,11221.3,,1517.8,58117,7.92,103.6,297.3,14.94
B33419,5413.9,45647.6,1,14206.3,,1651.1,67147,6.23,105.1,257.1,14.66
B38351,4732.4,42770.3,1,11790.4,,943.5,78736,7.57,119.4,393.7,8.11
B35304,4156.4,28961.8,0,9165.1,,38.5,71302,12.84,547.6,1486.4,99.11
B24097,5620.1,53024.3,1,19811,,732.6,47112,7.3,181.6,509.5,15.49
B33580,2396.6,19274,1,7343.3,,1109.5,65229,8.48,102.7,359.2,15.29
B23489,3457.3,25920.1,0,7567.7,,0.8,70741,11.91,574.1,1763.9,94.37
B69347,3184.8,30168.4,1,9964.2,,728.5,51480,8.44,124.1,380.2,17.06
B19103,5396.5,41938.9,1,13182.5,,1666.4,84560,6.85,142.1,490.7,17.61
B90999,5130.2,50229.8,1,12638.2,,1610.3,80667,6.14,85.5,337.9,17.2
B15646,5703.7,42234.8,1,20658.1,,697.2,61115,8.17,148.1,402.2,17.45
B68560,3952.9,40829,1,12100,,940.3,61585,7.38,175.8,641.1,20.73
B20225,4104,35254.8,1,11517.5,,679.9,64454,8.3,111,365.4,12.13
B23849,1671.7,14243,1,5149.4,,1175.5,51585,8.28,85.4,314.6,10.29
B41531,1607.7,11501.1,0,5573.8,,22.2,63952,10.07,485.9,1337.4,82.27
B60137,3124.7,26301.4,1,9160.1,,1244.1,72769,7.29,159.1,408.1,15.67
B23242,3172.2,25807,1,9418.5,,1084.3,63013,6.66,39.6,113.5,5.45
B91542,6565.7,53093.3,1,16816.7,,897.2,46049,7.91,143.7,477.9,17.09
B11275,3164.6,24000,1,7949.7,,1364,86275,7,123.6,306,11.48
B69325,6837.8,57751.2,1,15721.3,,1297.6,48402,6.5,78,211.1,10.28
B93859,3162,29146.3,1,7743.4,,654.5,53530,8.6,113.4,378.9,17.52
B98971,8013.5,73170.4,1,17011.4,,1869.6,82213,6.58,171.1,587.7,11.26
B69641,9020,89930.2,1,19695.6,,1514.3,71253,6.57,109.2,324.5,5.95
B47095,4938.8,34100.9,1,9960,,1399.9,76979,6.49,169.5,528,19.92
B86706,5987.9,39205.4,0,14441.7,,70.3,64515,12.25,200,618.5,83.5
B28242,4469.4,34705.4,0,10004.7,,72.3,53353,12.63,719.1,2625.6,100
B56865,4803.3,41973.6,1,11354.3,,844.4,55633,7.31,177.4,405.3,16.85
B48449,2810.6,22972.9,1,6022,,1196.5,59189,6.73,97.5,320.6,12.55
B17977,5025.5,46049.9,1,13496.4,,729.4,59910,6.32,236.1,760.9,23.31
B36306,2644.6,24652.8,1,8209.7,,865.9,50572,6.46,85,258.9,6.44
B90315,6949.3,48534.9,1,13875.4,,1248.7,66227,7.21,127,503.7,7.56
B97516,6081.6,49833.7,1,18108.4,,651.9,46538,7.43,69.8,148.4,0.99
B28258,2067.1,17508.2,1,7037.7,,1133.2,68438,7.95,114.9,312,16.26
B28355,4255.9,44217.6,1,10937.9,,1277.3,62276,7.97,129.1,351.5,12.63
B55625,4621,37148.5,1,16116.5,,1175.6,71994,8.33,77.9,255.1,14.81
B60342,4823.9,31859.4,1,15119.3,,1000,50337,8.32,146,539.5,17.91
B36179,3924.5,35150,1,8879.7,,1605.4,71507,6.96,43.6,80,9.88
B81641,1791.3,13276,1,5840.6,,1146.2,58720,6.29,135.4,307,17.83
B26671,3029,31547.5,0,9239.9,,66.2,70111,11.25,360.5,1335.8,94.48
B77863,2837.7,21937,0,8082.8,,73.8,67134,10.38,1022.1,3454,97.73
B96944,2682.9,18046.7,0,7681.1,,21,67360,9.6,526.5,1460,81.03
B15471,432.7,2558.7,0,1204.6,,27.7,73589,9.75,318.8,909,76.54
B73199,3214.3,25399.3,1,9263.2,,1619.1,56455,6.59,131.5,384.2,16.3
B80283,4773,38921.8,1,12227.7,,1722.9,72227,7.31,139.4,324.1,16.82
B20066,4811.4,45125.6,1,15811.8,,725.3,67913,6.73,167.3,419.4,13.05
B23681,5631.6,52441,1,18875.7,,708.1,52425,8.61,157.6,428.9,18.97
B95184,6781.4,60764.6,1,16200.4,,1305,87364,7.12,92.5,376.3,15.66
B66503,4857.3,47809.5,1,11548.2,,1240.1,90000,6.06,88.8,229.6,14.05
B17486,4257.7,40626.8,1,15306.4,,1155.9,51640,6.65,186.7,412.6,12.64
B42759,303.7,2944.6,0,800,,57.5,59770,12.19,571,1759.2,95.23
B71137,3185.7,24426.1,1,7735.8,,1593.9,62444,6.04,99.4,393,13.79
B32871,4949.8,39110.8,1,12892.1,,1781.8,84958,8.86,91.2,323.9,14.46
B56312,4541.2,40836.6,1,9236.3,,759.2,72617,8.15,178.8,485.2,17.75
B57223,1300.5,8695.2,1,3990,,1399.9,69666,8.49,113.5,316.7,20.43
B86216,4880.2,39558.1,1,17433.7,,1590.9,64437,8.74,174.1,614.7,24.22
B25891,2395.8,24388.9,1,7600.4,,1343.2,63875,8.88,171.6,649.6,23.85
B68328,2271.4,19773.5,0,6167.5,,23.4,59756,10.35,939.8,2436.2,92.25
B86645,5745.4,45304.7,1,16021,,705.2,49066,8.48,145.3,298.3,17.12
B71585,1971.3,15287.3,1,4462.9,,1220.9,62285,6.54,102,314.1,13.67
B54124,4832.2,39785.7,1,15464.4,,2038.5,80312,7.21,98.8,301.8,8.08
B76764,300,1575.4,1,1348.3,,1247.7,66384,7.43,91.5,241.8,14.32
B65927,6414.1,51017.6,1,19050.5,,1397.3,67884,6.89,113.9,253.9,7.27
B39312,2239.6,23323.4,1,5243.1,,814.8,49402,6.94,201,566.4,19.58
B36626,3536.9,37413,0,10855.4,,16.5,56775,12.44,601.3,2184.1,100
B56362,4142.7,42440.4,1,9044.9,,1776.5,79074,6.36,155.7,341.7,16.3
B83160,3610.2,34227.8,0,7518.3,,53.8,43759,9.76,684.6,2266.2,91.89
B77673,4848.4,43782.3,1,9005.3,,1707.4,82666,8.44,142.8,477.7,21.14
B74254,4499.5,30441.3,0,12433.5,,21,73736,10.83,378.3,1103.9,92.75
B62178,2610.4,20920.1,0,5261.4,,23,77248,12.89,394.6,1065.8,95.84
B65731,4806.8,46489.3,1,13267.4,,1548.3,72406,6.18,75.4,257.1,15.07
B12610,5712.5,53687.6,1,14336.7,,1489.8,74000,7.88,143.5,513,15.19
B53450,6242.2,60086.6,0,14778.2,,3.9,58176,10.24,200,689,79.59
B59526,747.5,6512.3,1,3222.3,,1052.4,48537,6.13,118.2,386,16.99
B50919,5415.6,38033.9,1,10848,,775.4,58953,6.04,146.3,321.6,15.18
B60123,6646.7,54500.1,0,17022.3,,30.1,77932,11,554.7,1397.4,93.66
B22502,2699.8,21577.7,1,7888.6,,1561.1,90000,7.69,158.2,483.7,21.62
B84096,5629,50410.3,1,11632.5,,1150.9,50071,7.48,106.1,299.9,5.55
B20158,5482.9,40113.2,1,15375.9,,774.8,62535,7.66,131,436.1,7.89
B67079,4546.3,43037.4,1,10128.3,,1213.4,61905,7.46,183.4,594.3,17.38
B27739,3803.8,28444.9,0,8848.3,,23.2,59679,11.9,744.5,2010.2,100
